Sr No,Gateway,Scheme Name,Fund Name,ISIN,Plan Type,Option,IDCW Option,Active,Thresholds
268,cybrillapoa,ICICI PRUDENTIAL CRISIL-IBX AAA BOND FINANCIAL SERVICES INDEX -DEC 2026 FUND - ANNUAL IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K1A013,regular,idcw_annual,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
269,cybrillapoa,ICICI PRUDENTIAL CRISIL-IBX AAA BOND FINANCIAL SERVICES INDEX -DEC 2026 FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109KC18Z6,regular,growth,,true,"[{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
270,cybrillapoa,ICICI PRUDENTIAL CRISIL-IBX FINANCIAL SERVICES 3-6 MONTHS DEBT INDEX FUND - ANNUAL IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K1A047,regular,idcw_annual,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
271,cybrillapoa,ICICI PRUDENTIAL CRISIL-IBX FINANCIAL SERVICES 3-6 MONTHS DEBT INDEX FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K1A039,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":1000,""additional_amount_min"":500,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
272,cybrillapoa,ICICI PRUDENTIAL DEBT MANAGEMENT FUND (FOF) - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01878,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":100,""additional_amount_min"":100,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
273,cybrillapoa,ICICI PRUDENTIAL DIVERSIFIED DEBT STRATEGY ACTIVE FOF - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01886,regular,idcw,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
274,cybrillapoa,ICICI PRUDENTIAL DIVERSIFIED EQUITY ALL CAP ACTIVE FOF - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K1A450,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":100,""additional_amount_min"":100,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
275,cybrillapoa,ICICI PRUDENTIAL DIVERSIFIED EQUITY ALL CAP OMNI FOF - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KC1I23,regular,idcw,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
276,cybrillapoa,ICICI PRUDENTIAL DIVIDEND YIELD EQUITY FUND GROWTH OPTION,ICICI PRUDENTIAL MUTUAL FUND,INF109KA1TX4,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
277,cybrillapoa,ICICI PRUDENTIAL DIVIDEND YIELD EQUITY FUND IDCW OPTION,ICICI PRUDENTIAL MUTUAL FUND,INF109KA1TZ9,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
278,cybrillapoa,ICICI PRUDENTIAL DYNAMIC ASSET ALLOCATION ACTIVE FOF - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01837,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":500,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
279,cybrillapoa,ICICI PRUDENTIAL DYNAMIC ASSET ALLOCATION ACTIVE FOF - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01845,regular,idcw,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
280,cybrillapoa,ICICI PRUDENTIAL ELSS TAX SAVER FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01464,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":500,""additional_amount_min"":500,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":500,""additional_amount_multiples"":500},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[]}]"
281,cybrillapoa,ICICI PRUDENTIAL ELSS TAX SAVER FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01FN1,regular,idcw,payout,true,"[{""type"":""lumpsum"",""amount_min"":500,""additional_amount_min"":500,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":500,""additional_amount_multiples"":500},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":500,""amount_max"":999999999,""amount_multiples"":500,""installments_min"":6,""dates"":[]}]"
282,cybrillapoa,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109KC15W9,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
283,cybrillapoa,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KC17W5,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
284,cybrillapoa,ICICI PRUDENTIAL EQUITY & DEBT FUND - ANNUAL IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KB1QJ8,regular,idcw_annual,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
285,cybrillapoa,ICICI PRUDENTIAL EQUITY & DEBT FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01480,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
286,cybrillapoa,ICICI PRUDENTIAL EQUITY & DEBT FUND - HALF YEARLY IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KA1X85,regular,idcw_half_yearly,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
287,cybrillapoa,ICICI PRUDENTIAL EQUITY & DEBT FUND - MONTHLY IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01498,regular,idcw_monthly,reinvestment,true,"[{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
288,cybrillapoa,ICICI PRUDENTIAL EQUITY ARBITRAGE FUND - BONUS,ICICI PRUDENTIAL MUTUAL FUND,INF109KA1C15,regular,bonus,,true,"[{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001}]"
289,cybrillapoa,ICICI PRUDENTIAL EQUITY ARBITRAGE FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01BF6,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
290,cybrillapoa,ICICI PRUDENTIAL EQUITY ARBITRAGE FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01BE9,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":1000,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
291,cybrillapoa,ICICI PRUDENTIAL EQUITY MINIMUM VARIANCE FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109KC17X3,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
292,cybrillapoa,ICICI PRUDENTIAL EQUITY MINIMUM VARIANCE FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KC18X1,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0,""amount_max"":999999999,""amount_multiples"":1,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
293,cybrillapoa,ICICI PRUDENTIAL EQUITY SAVINGS FUND - CUMULATIVE OPTION,ICICI PRUDENTIAL MUTUAL FUND,INF109KA14I5,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
294,cybrillapoa,ICICI PRUDENTIAL EQUITY SAVINGS FUND - QUARTERLY IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KA19I4,regular,idcw_quarterly,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
295,cybrillapoa,ICICI PRUDENTIAL ESG EXCLUSIONARY STRATEGY FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109KC1N75,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
296,cybrillapoa,ICICI PRUDENTIAL ESG EXCLUSIONARY STRATEGY FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KC1N83,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
297,cybrillapoa,ICICI PRUDENTIAL EXPORTS & SERVICES FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109K01BB5,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
298,cybrillapoa,ICICI PRUDENTIAL EXPORTS & SERVICES FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109K01BA7,regular,idcw,reinvestment,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":0.01,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]},{""type"":""sip"",""frequency"":""daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]},{""type"":""sip"",""frequency"":""calendar_day_daily"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[]}]"
299,cybrillapoa,ICICI PRUDENTIAL FLEXICAP FUND - GROWTH,ICICI PRUDENTIAL MUTUAL FUND,INF109KC1Q80,regular,growth,,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]}]"
300,cybrillapoa,ICICI PRUDENTIAL FLEXICAP FUND - IDCW,ICICI PRUDENTIAL MUTUAL FUND,INF109KC1Q98,regular,idcw,payout,true,"[{""type"":""lumpsum"",""amount_min"":5000,""additional_amount_min"":1000,""amount_max"":999999999,""additional_amount_max"":999999999,""amount_multiples"":1,""additional_amount_multiples"":1},{""type"":""withdrawal"",""amount_min"":1,""amount_max"":999999999,""amount_multiples"":0.01,""units_min"":0.001,""units_max"":999999999,""units_multiples"":0.001},{""type"":""sip"",""frequency"":""monthly"",""amount_min"":100,""amount_max"":999999999,""amount_multiples"":1,""installments_min"":6,""dates"":[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]}]"
